state,state_name,sector_name,ablated_var,diff_orig_pc,mean_diff_boot_pc,se,pval,sig
09,Uttar Pradesh,Rural,Religion,-7.838334993541807e-4,0.06089832814439434,0.1077826052704727,0.996996996996997,
09,Uttar Pradesh,Rural,Social_Group,0.006123631146965458,0.059522286774396575,0.10876930364492683,0.953953953953954,
09,Uttar Pradesh,Rural,Land_possessed_code,-0.048182533331095345,0.0404563843345211,0.09445834782466157,0.6326326326326326,
09,Uttar Pradesh,Rural,Dwelling_unit_code,9.187243891795038e-5,0.06123576817059126,0.10817572195616118,0.997997997997998,
09,Uttar Pradesh,Urban,HH_Size,0.24205592603114157,-0.031505138502008305,0.14859171851137085,0.1031031031031031,
09,Uttar Pradesh,Urban,hh_type_code,-0.02904532708239027,-0.018352857719581023,0.14760729185305704,0.8518518518518519,
09,Uttar Pradesh,Urban,Religion,0.05445074758646673,-0.029551898479961182,0.1487517687790573,0.7217217217217218,
09,Uttar Pradesh,Urban,Social_Group,-0.08427441838392635,-0.033489871929153946,0.14690735650737577,0.5565565565565566,
09,Uttar Pradesh,Urban,Land_possessed_code,-0.08002831972698121,-0.029660581698686062,0.14422131530154622,0.5965965965965966,
09,Uttar Pradesh,Urban,Dwelling_unit_code,-0.053327059565762336,-0.026011481940065348,0.1503322645039978,0.7207207207207207,
27,Maharashtra,All,HH_Size,0.16052389688722868,0.073535018658582807,0.09657745472792878,0.1961961961961962,
27,Maharashtra,All,hh_type_code,-0.19497607726485688,0.056176584407056834,0.08995371781072284,0.05805805805805806,.
27,Maharashtra,All,Religion,-0.010265626189905008,0.07055957995907733,0.0967826869732264,0.9409409409409409,
27,Maharashtra,All,Social_Group,-0.014329072471148896,0.0704179658516455,0.09658826287628529,0.9169169169169169,
27,Maharashtra,All,Land_possessed_code,-0.03350441503324275,0.06527896902741764,0.09620349462209257,0.7697697697697697,
27,Maharashtra,All,Dwelling_unit_code,-0.023390889900031908,0.07310121442137972,0.09796357604648293,0.8498498498498499,
27,Maharashtra,Rural,HH_Size,0.2475593353040888,0.12074689989440857,0.13536697443460163,0.18218218218218218,
27,Maharashtra,Rural,hh_type_code,-0.23457126122000704,0.1044364889232961,0.13106920175419548,0.16316316316316315,
27,Maharashtra,Rural,Religion,8.743291644852658e-4,0.1204712513911197,0.13453149250802107,0.998998998998999,
27,Maharashtra,Rural,Social_Group,0.008383797640586166,0.11444832365892978,0.13530474930023026,0.9679679679679679,
